,location,bhk,total_sqft,bath,balcony,price,Actual Price
4214,Kanakpura Road,1,525.0,2,2,27.0,270000.0
4215,Kanakpura Road,3,1665.0,3,2,86.91,869100.0
4216,Kanakpura Road,3,1665.0,3,2,86.58,865800.0
4217,Kanakpura Road,1,712.0,1,1,38.44,384400.0
4221,Kanakpura Road,3,1507.0,2,3,95.0,950000.0
4225,Kanakpura Road,2,1339.0,2,2,85.0,850000.0
4226,Kanakpura Road,1,525.0,1,1,27.0,270000.0
4227,Kanakpura Road,1,525.0,1,1,27.5,275000.0
4229,Kanakpura Road,1,525.0,1,1,26.25,262500.0
4231,Kanakpura Road,1,525.0,1,1,26.0,260000.0
4232,Kanakpura Road,3,1050.0,2,1,59.0,590000.0
4233,Kanakpura Road,3,1600.0,3,3,90.0,900000.0
4234,Kanakpura Road,1,525.0,2,2,29.25,292500.0
4236,Kanakpura Road,2,800.0,2,2,41.15,411500.0
4239,Kanakpura Road,3,1100.0,3,2,56.57,565700.0
4242,Kanakpura Road,3,1843.0,3,2,96.2,962000.0
4246,Kanakpura Road,2,1240.0,2,2,65.0,650000.0
4250,Kanakpura Road,2,700.0,2,1,41.0,410000.0
4254,Kanakpura Road,2,700.0,1,1,41.0,410000.0
4256,Kanakpura Road,3,1100.0,3,1,58.0,580000.0
4257,Kanakpura Road,2,1140.0,2,1,65.0,650000.0
4259,Kanakpura Road,2,700.0,2,1,40.0,400000.0
4262,Kanakpura Road,1,525.0,1,1,26.01,260100.00000000003
4266,Kanakpura Road,2,1322.0,2,3,70.0,700000.0
4267,Kanakpura Road,2,1698.0,2,1,105.0,1050000.0
4268,Kanakpura Road,3,1300.0,3,2,69.0,690000.0
4269,Kanakpura Road,3,1300.0,3,1,69.0,690000.0
4271,Kanakpura Road,2,1167.0,2,1,63.0,630000.0
4275,Kanakpura Road,3,1300.0,3,1,69.0,690000.0
4280,Kanakpura Road,2,1430.0,2,2,78.0,780000.0
4281,Kanakpura Road,2,700.0,2,1,36.0,360000.0
4284,Kanakpura Road,1,525.0,2,2,27.0,270000.0
4286,Kanakpura Road,3,1100.0,3,2,58.0,580000.0
4291,Kanakpura Road,3,1300.0,2,3,69.0,690000.0
4292,Kanakpura Road,3,2000.0,3,3,105.0,1050000.0
4293,Kanakpura Road,2,1200.0,2,0,62.0,620000.0
4295,Kanakpura Road,3,1843.0,3,2,95.0,950000.0
4298,Kanakpura Road,2,900.0,2,1,46.29,462900.0
4299,Kanakpura Road,1,850.0,1,1,37.32,373200.0
4301,Kanakpura Road,1,525.0,1,1,30.0,300000.0
4302,Kanakpura Road,3,1938.0,3,3,105.0,1050000.0
4303,Kanakpura Road,3,1843.0,3,2,96.2,962000.0
4304,Kanakpura Road,1,525.0,1,1,26.0,260000.0
4308,Kanakpura Road,2,700.0,2,2,36.0,360000.0
4309,Kanakpura Road,3,1622.0,3,2,95.0,950000.0
4314,Kannamangala,2,957.0,2,1,58.0,580000.0
4315,Kannamangala,2,957.0,2,1,56.0,560000.0
4316,Kannamangala,4,3000.0,4,0,200.0,2000000.0
4317,Kannamangala,3,1536.0,3,1,89.0,890000.0
4318,Kannamangala,4,2400.0,4,1,130.0,1300000.0
4319,Kannamangala,3,1574.0,3,1,93.34,933400.0
4320,Kannamangala,2,957.0,2,0,52.5,525000.0
4321,Kannamangala,3,1536.0,3,1,104.0,1040000.0
4322,Kannamangala,2,957.0,2,2,54.5,545000.0
4323,Kannamangala,4,2422.0,4,3,135.0,1350000.0
4324,Kannamangala,2,957.0,2,1,55.0,550000.0
4325,Kannamangala,2,957.0,2,2,56.0,560000.0
4326,Karuna Nagar,3,2500.0,3,2,180.0,1800000.0
4327,Karuna Nagar,3,2500.0,3,2,190.0,1900000.0
4328,Karuna Nagar,3,1962.0,3,2,175.0,1750000.0
4329,Karuna Nagar,2,1057.0,2,1,65.0,650000.0
4330,Karuna Nagar,3,1354.0,2,1,98.0,980000.0
4331,Karuna Nagar,3,1945.0,3,3,115.0,1150000.0
4332,Karuna Nagar,3,1960.0,3,2,165.0,1650000.0
4333,Kasavanhalli,2,1060.0,2,2,58.06,580600.0
4334,Kasavanhalli,3,1563.05,3,1,105.0,1050000.0
4335,Kasavanhalli,3,1717.0,3,3,99.0,990000.0
4337,Kasavanhalli,4,3260.0,4,1,240.0,2400000.0
4338,Kasavanhalli,2,1349.0,2,2,78.0,780000.0
4339,Kasavanhalli,2,1121.0,2,2,78.0,780000.0
4340,Kasavanhalli,2,1100.0,2,1,50.0,500000.0
4342,Kasavanhalli,2,1200.0,2,1,78.0,780000.0
4345,Kasavanhalli,3,1476.0,3,0,89.0,890000.0
4347,Kasavanhalli,2,1200.0,2,2,50.0,500000.0
4348,Kasavanhalli,3,1719.0,3,2,116.0,1160000.0
4349,Kasavanhalli,2,1115.0,2,2,50.0,500000.0
4350,Kasavanhalli,2,1125.0,2,1,61.2,612000.0
4351,Kasavanhalli,3,2170.0,3,2,151.0,1510000.0
4354,Kasavanhalli,3,1476.0,3,1,95.0,950000.0
4355,Kasavanhalli,2,1200.0,2,1,50.3,503000.0
4357,Kasavanhalli,3,1787.0,3,2,123.0,1230000.0
4358,Kasavanhalli,2,1090.0,2,2,59.8,598000.0
4359,Kasavanhalli,3,1691.0,3,2,104.0,1040000.0
4360,Kasavanhalli,4,4260.0,4,3,272.0,2720000.0
4361,Kasavanhalli,3,2111.0,4,3,120.0,1200000.0
4363,Kasavanhalli,2,950.0,2,1,39.0,390000.0
4368,Kasavanhalli,1,770.0,1,1,43.82,438200.0
4369,Kasavanhalli,2,1147.0,2,1,60.0,600000.0
4370,Kasavanhalli,2,1375.0,2,2,72.0,720000.0
4372,Kasavanhalli,2,1200.0,2,2,60.0,600000.0
4373,Kasavanhalli,4,4260.0,4,2,333.0,3330000.0
4374,Kasavanhalli,2,1495.0,2,2,83.0,830000.0
4375,Kasavanhalli,2,5000.0,2,2,400.0,4000000.0
4376,Kasavanhalli,4,4000.0,4,2,325.0,3250000.0
4378,Kasavanhalli,3,1917.0,3,2,132.0,1320000.0
4379,Kasavanhalli,2,1375.0,2,1,78.0,780000.0
4380,Kasavanhalli,4,4408.0,4,2,344.0,3440000.0
4381,Kasavanhalli,2,1309.0,2,2,95.0,950000.0
4382,Kasavanhalli,3,1476.0,3,0,105.0,1050000.0
4383,Kasavanhalli,2,1158.0,2,2,67.0,670000.0
4384,Kasavanhalli,2,1214.0,2,3,67.0,670000.0
4385,Kasavanhalli,3,2110.0,4,3,120.0,1200000.0
4386,Kasavanhalli,2,1495.0,2,2,110.0,1100000.0
4387,Kasavanhalli,2,1575.0,2,3,85.0,850000.0
4388,Kasavanhalli,2,1069.0,2,2,55.0,550000.0
4389,Kasavanhalli,2,1100.0,2,1,68.0,680000.0
4390,Kasavanhalli,3,1715.0,3,3,112.0,1120000.0
4391,Kasavanhalli,2,1100.0,2,1,65.0,650000.0
4392,Kasavanhalli,2,1230.0,2,2,66.25,662500.0
4393,Kasavanhalli,3,1819.0,3,1,150.0,1500000.0
4396,Kasavanhalli,2,1585.0,2,2,90.0,900000.0
4397,Kasavanhalli,2,1245.0,2,2,80.0,800000.0
4398,Kasavanhalli,3,2035.0,3,2,142.0,1420000.0
4399,Kasavanhalli,3,1747.0,3,1,110.0,1100000.0
4400,Kasavanhalli,2,1377.0,2,2,80.0,800000.0
4401,Kasavanhalli,2,1181.0,2,1,61.0,610000.0
4402,Kasavanhalli,2,1121.0,2,2,75.0,750000.0
4403,Kasturi Nagar,3,1925.0,3,2,125.0,1250000.0
4404,Kasturi Nagar,2,1567.0,2,2,92.0,920000.0
4407,Kasturi Nagar,2,1080.0,2,2,80.0,800000.0
4408,Kasturi Nagar,2,1101.0,2,2,65.0,650000.0
4410,Kasturi Nagar,4,1896.0,3,1,125.0,1250000.0
4411,Kasturi Nagar,2,1100.0,2,2,58.0,580000.0
4412,Kasturi Nagar,3,1570.0,3,2,110.0,1100000.0
4413,Kasturi Nagar,2,1000.0,2,0,58.0,580000.0
4414,Kasturi Nagar,2,1101.0,2,2,66.0,660000.0
4415,Kasturi Nagar,4,2507.0,4,2,155.0,1550000.0
4416,Kathriguppe,3,1400.0,2,2,77.0,770000.0
4417,Kathriguppe,3,1250.0,2,1,68.75,687500.0
4418,Kathriguppe,3,1245.0,2,2,68.48,684800.0
4419,Kathriguppe,3,1350.0,2,1,87.01,870100.0
4420,Kathriguppe,3,1350.0,2,2,80.99,809900.0
4421,Kathriguppe,3,1365.0,2,2,75.08,750800.0
4422,Kathriguppe,3,1300.0,3,2,77.99,779900.0
4423,Kathriguppe,3,1350.0,2,1,80.99,809900.0
4424,Kathriguppe,3,1390.0,2,2,76.45,764500.0
4425,Kathriguppe,3,1350.0,3,3,78.3,783000.0
4426,Kathriguppe,3,1250.0,2,2,68.75,687500.0
4427,Kathriguppe,3,1300.0,3,2,77.99,779900.0
4428,Kathriguppe,3,1335.0,2,3,73.43,734300.0000000001
4429,Kathriguppe,3,1300.0,3,2,77.99,779900.0
4430,Kathriguppe,3,1300.0,3,3,77.99,779900.0
4431,Kathriguppe,3,1335.0,2,2,73.43,734300.0000000001
4432,Kathriguppe,3,1350.0,3,2,80.99,809900.0
4433,Kathriguppe,2,1250.0,2,1,68.75,687500.0
4434,Kathriguppe,3,1350.0,3,2,80.99,809900.0
4435,Kaval Byrasandra,2,1200.0,2,2,52.0,520000.0
4436,Kaval Byrasandra,2,1020.0,2,1,52.0,520000.0
4437,Kaval Byrasandra,2,1200.0,2,1,49.5,495000.0
4438,Kaval Byrasandra,2,945.0,2,2,50.0,500000.0
4439,Kaval Byrasandra,2,1060.0,2,2,45.0,450000.0
4440,Kaval Byrasandra,2,1100.0,2,1,46.0,460000.0
4441,Kaval Byrasandra,2,1185.0,2,1,49.0,490000.0
4442,Kaval Byrasandra,2,997.0,2,3,53.0,530000.0
4443,Kaval Byrasandra,2,1060.0,2,2,42.0,420000.0
4444,Kaval Byrasandra,1,480.0,1,1,25.0,250000.0
4445,Kaval Byrasandra,2,1125.0,2,1,41.5,415000.0
4446,Kaval Byrasandra,2,1180.0,2,2,60.0,600000.0
4447,Kaval Byrasandra,3,1450.0,3,2,75.0,750000.0
4448,Kaval Byrasandra,2,1066.0,2,3,55.0,550000.0
4449,Kaval Byrasandra,2,1025.0,2,1,60.0,600000.0
4450,Kaval Byrasandra,3,1400.0,3,2,75.0,750000.0
4451,Kenchenahalli,2,1015.0,2,2,58.0,580000.0
4452,Kenchenahalli,1,715.0,1,1,45.0,450000.0
4453,Kenchenahalli,2,1150.0,2,2,58.0,580000.0
4454,Kenchenahalli,3,1280.0,2,2,69.0,690000.0
4456,Kenchenahalli,2,870.0,1,1,45.0,450000.0
4457,Kenchenahalli,2,1150.0,2,2,60.0,600000.0
4458,Kenchenahalli,1,700.0,1,1,35.0,350000.0
4459,Kenchenahalli,2,1060.0,2,2,52.0,520000.0
4460,Kenchenahalli,2,1150.0,2,2,57.0,570000.0
4461,Kenchenahalli,3,1720.0,3,2,100.0,1000000.0
4462,Kenchenahalli,2,1015.0,2,2,60.0,600000.0
4464,Kengeri,1,371.0,1,0,18.5,185000.0
4465,Kengeri,2,750.0,2,1,38.0,380000.0
4468,Kengeri,2,1200.0,2,0,58.0,580000.0
4470,Kengeri,2,726.0,2,1,31.0,310000.0
4472,Kengeri,2,1025.0,2,2,57.0,570000.0
4474,Kengeri,3,1082.0,2,1,49.0,490000.0
4477,Kengeri,2,750.0,2,1,36.0,360000.0
4480,Kengeri,2,726.0,2,1,35.0,350000.0
4481,Kengeri,1,416.0,1,1,19.5,195000.0
4482,Kengeri,2,900.0,2,2,45.0,450000.0
4485,Kengeri,1,502.0,1,1,25.0,250000.0
4487,Kengeri,3,1200.0,3,1,67.0,670000.0
4489,Kengeri,1,500.0,1,1,17.0,170000.0
4490,Kengeri,1,540.0,1,1,22.5,225000.0
4491,Kengeri,2,750.0,2,1,35.5,355000.0
4492,Kengeri,3,1741.0,3,2,80.0,800000.0
4494,Kengeri,2,1200.0,2,0,58.0,580000.0
4497,Kengeri,2,750.0,2,1,36.5,365000.0
4499,Kengeri,1,416.0,1,1,18.0,180000.0
4501,Kengeri,2,883.0,2,0,49.0,490000.0
4502,Kengeri,2,1052.0,2,2,51.0,510000.0
4503,Kengeri,2,1220.0,2,2,63.0,630000.0
4504,Kengeri,1,1150.0,1,0,52.0,520000.0
4505,Kengeri,2,1192.0,2,2,53.5,535000.0
4507,Kengeri,2,750.0,2,1,40.0,400000.0
4508,Kengeri,2,1035.0,2,1,51.5,515000.0
4509,Kengeri,8,3000.0,5,2,130.0,1300000.0
4510,Kengeri,1,410.0,1,1,15.0,150000.0
4511,Kengeri,1,416.0,1,1,17.19,171900.0
4514,Kengeri,5,2500.0,4,3,100.0,1000000.0
4515,Kengeri,1,550.0,1,1,16.75,167500.0
4516,Kengeri Satellite Town,2,890.0,2,1,35.0,350000.0
4517,Kengeri Satellite Town,2,883.0,2,1,45.0,450000.0
4518,Kengeri Satellite Town,3,1415.0,2,3,66.0,660000.0
4519,Kengeri Satellite Town,1,930.0,1,1,30.0,300000.0
4520,Kengeri Satellite Town,3,1635.0,2,2,78.0,780000.0
4521,Kengeri Satellite Town,2,1050.0,2,2,43.0,430000.0
4522,Kengeri Satellite Town,2,1007.0,2,3,42.0,420000.0
4523,Kengeri Satellite Town,2,635.0,1,1,22.0,220000.0
4524,Kengeri Satellite Town,2,818.0,2,1,26.0,260000.0
4525,Kengeri Satellite Town,2,1030.0,2,2,50.0,500000.0
4526,Kengeri Satellite Town,2,1200.0,2,1,65.0,650000.0
4527,Kengeri Satellite Town,2,795.0,2,2,32.0,320000.0
4528,Kengeri Satellite Town,2,1302.5,2,0,44.29,442900.0
4529,Kengeri Satellite Town,2,800.0,2,1,40.0,400000.0
4530,Kengeri Satellite Town,1,654.0,1,1,22.0,220000.0
4531,Kengeri Satellite Town,2,1060.0,2,3,42.0,420000.0
4532,Kengeri Satellite Town,2,750.0,2,1,33.0,330000.0
4533,Kengeri Satellite Town,2,920.0,2,3,39.0,390000.0
4534,Kengeri Satellite Town,2,985.0,2,2,42.0,420000.0
4535,Kengeri Satellite Town,1,410.0,1,1,15.0,150000.0
4536,Kengeri Satellite Town,2,1120.0,2,2,49.0,490000.0
4538,Kengeri Satellite Town,2,1110.0,2,1,43.0,430000.0
4539,Kengeri Satellite Town,2,1170.0,2,3,50.0,500000.0
4540,Kengeri Satellite Town,2,777.4,2,0,25.0,250000.0
4541,Kengeri Satellite Town,2,800.0,2,1,32.0,320000.0
4542,Kereguddadahalli,2,950.0,2,1,32.0,320000.0
4543,Kereguddadahalli,3,1400.0,2,2,48.0,480000.0
4544,Kereguddadahalli,2,800.0,2,2,28.0,280000.0
4545,Kereguddadahalli,2,904.0,2,1,30.0,300000.0
4547,Kereguddadahalli,2,1000.0,2,2,30.0,300000.0
4548,Kereguddadahalli,3,1240.0,3,2,41.0,410000.0
4549,Kereguddadahalli,1,600.0,1,1,19.5,195000.0
4550,Kereguddadahalli,2,1080.0,2,2,32.0,320000.0
4551,Kereguddadahalli,2,1000.0,2,1,34.0,340000.0
4554,Kereguddadahalli,2,1015.0,2,1,35.0,350000.0
4555,Kodichikkanahalli,3,1190.0,2,2,57.0,570000.0
4556,Kodichikkanahalli,2,995.0,2,1,41.0,410000.0
4558,Kodichikkanahalli,3,1495.0,2,2,75.0,750000.0
4559,Kodichikkanahalli,2,1125.0,2,1,52.0,520000.0
4560,Kodichikkanahalli,2,1150.0,2,3,48.0,480000.0
4561,Kodichikkanahalli,2,1070.0,2,3,43.0,430000.0
4562,Kodichikkanahalli,3,1620.0,2,2,85.0,850000.0
4564,Kodichikkanahalli,2,1026.0,2,1,45.0,450000.0
4566,Kodichikkanahalli,1,450.0,1,1,18.0,180000.0
4567,Kodichikkanahalli,2,907.0,2,2,38.5,385000.0
4568,Kodichikkanahalli,2,1181.0,2,2,57.0,570000.0
4569,Kodichikkanahalli,2,900.0,2,1,42.0,420000.0
4571,Kodichikkanahalli,3,1400.0,3,3,66.0,660000.0
4572,Kodichikkanahalli,2,976.0,2,1,50.0,500000.0
4573,Kodichikkanahalli,5,2700.0,4,2,125.0,1250000.0
4574,Kodichikkanahalli,2,1299.0,2,3,58.0,580000.0
4575,Kodigehaali,2,1166.0,2,2,55.0,550000.0
4576,Kodigehaali,3,1320.0,3,0,65.0,650000.0
4577,Kodigehaali,2,1117.0,2,2,56.0,560000.0
4578,Kodigehaali,2,1200.0,2,1,55.0,550000.0
4579,Kodigehaali,2,1200.0,2,2,60.0,600000.0
4580,Kodigehaali,3,2120.0,3,2,177.0,1770000.0
4581,Kodigehaali,2,1013.0,2,1,51.0,510000.0
4582,Kodigehaali,3,1324.0,3,2,65.0,650000.0
4583,Kodigehaali,2,965.0,2,1,38.0,380000.0
4584,Kodigehaali,2,866.0,2,2,32.0,320000.0
4585,Kodigehaali,3,1442.0,3,2,80.0,800000.0
4586,Kodigehalli,2,1270.0,2,1,98.0,980000.0
4587,Kodigehalli,2,1200.0,2,2,48.0,480000.0
4588,Kodigehalli,1,655.0,1,1,53.0,530000.0
4589,Kodigehalli,3,1820.0,3,2,150.0,1500000.0
4590,Kodigehalli,2,635.0,1,1,28.0,280000.0
4591,Kodigehalli,3,1200.0,4,1,156.0,1560000.0
4592,Kodihalli,4,3252.0,5,3,335.0,3350000.0
4593,Kodihalli,3,2700.0,4,1,270.0,2700000.0
4594,Kodihalli,3,2392.0,4,2,260.0,2600000.0
4595,Kodihalli,3,2408.0,4,2,260.0,2600000.0
4596,Kodihalli,3,2500.0,4,1,260.0,2600000.0
4597,Kodihalli,3,1620.0,3,2,130.0,1300000.0
4598,Kodihalli,4,3260.0,5,3,388.0,3880000.0
4599,Kodihalli,4,3197.0,5,2,335.0,3350000.0
4600,Kodihalli,2,1490.0,2,1,150.0,1500000.0
4601,Kogilu,3,1909.0,3,2,88.0,880000.0
4603,Kogilu,2,1170.0,2,1,51.99,519900.0
4604,Kogilu,2,650.0,2,0,28.0,280000.0
4605,Kogilu,2,1140.0,2,1,50.66,506599.99999999994
4606,Kogilu,2,1200.0,2,1,53.33,533300.0
4607,Kogilu,3,1934.0,3,2,150.0,1500000.0
4608,Kogilu,1,540.0,1,0,36.0,360000.0
4609,Kogilu,3,1559.0,3,2,127.0,1270000.0
4610,Kogilu,2,1190.0,2,2,50.66,506599.99999999994
4611,Kogilu,2,1140.0,2,2,50.66,506599.99999999994
4612,Kogilu,3,1559.0,3,2,120.0,1200000.0
4613,Kogilu,1,700.0,1,1,30.84,308400.0
4614,Kogilu,2,1250.0,2,1,55.55,555500.0
4615,Kogilu,2,1200.0,2,1,53.33,533300.0
4616,Kogilu,2,952.0,2,2,49.0,490000.0
4617,Kogilu,1,700.0,1,1,30.84,308400.0
4618,Kogilu,2,1250.0,2,1,55.55,555500.0
4619,Kogilu,7,2456.0,7,2,85.0,850000.0
4620,Kogilu,2,1140.0,2,2,50.66,506599.99999999994
4621,Kogilu,2,1140.0,2,2,50.66,506599.99999999994
4622,Konanakunte,3,2791.0,3,1,223.0,2230000.0
4623,Konanakunte,2,884.0,1,0,58.0,580000.0
4624,Konanakunte,4,1200.0,4,0,125.0,1250000.0
4625,Konanakunte,4,1200.0,2,1,130.0,1300000.0
4626,Konanakunte,3,2400.0,2,3,180.0,1800000.0
4628,Konanakunte,3,1423.0,2,2,85.0,850000.0
4629,Koramangala,2,1320.0,2,1,165.0,1650000.0
4630,Koramangala,2,1253.0,2,1,102.0,1020000.0
4631,Koramangala,3,1580.0,3,2,160.0,1600000.0
4633,Koramangala,4,3500.0,5,2,425.0,4250000.0
4634,Koramangala,2,1005.0,1,1,110.0,1100000.0
4635,Koramangala,3,2292.0,4,1,275.0,2750000.0
4637,Koramangala,2,1290.0,2,3,100.0,1000000.0
4638,Koramangala,2,1300.0,2,3,110.0,1100000.0
4640,Koramangala,2,1325.0,2,2,119.0,1190000.0
4641,Koramangala,2,1140.0,2,1,75.2,752000.0
4642,Koramangala,2,1260.0,2,3,100.0,1000000.0
4643,Koramangala,3,1975.0,3,2,210.0,2100000.0
4644,Koramangala,2,1900.0,2,1,200.0,2000000.0
4646,Koramangala,3,2292.0,3,2,286.0,2860000.0
4647,Koramangala,3,2300.0,3,3,290.0,2900000.0
4652,Koramangala,2,1320.0,2,1,150.0,1500000.0
4653,Koramangala,2,1320.0,2,2,110.0,1100000.0
4654,Koramangala,4,5985.0,4,2,775.0,7750000.0
4657,Koramangala,3,2246.0,3,0,300.0,3000000.0
4660,Koramangala,2,1083.0,2,1,100.0,1000000.0
4661,Koramangala,3,1744.0,3,1,200.0,2000000.0
4662,Koramangala,2,1180.0,2,1,128.0,1280000.0
4663,Koramangala,2,1320.0,2,1,160.0,1600000.0
4664,Koramangala,2,1370.0,2,2,125.0,1250000.0
4665,Koramangala,2,1100.0,2,2,85.0,850000.0
4666,Koramangala,2,1249.0,2,1,165.0,1650000.0
4667,Koramangala,2,1200.0,2,2,100.0,1000000.0
4669,Koramangala,3,2223.0,3,2,300.0,3000000.0
4670,Koramangala,3,1744.0,4,1,210.0,2100000.0
4671,Koramangala,3,1866.0,4,2,245.0,2450000.0
4672,Koramangala,2,1320.0,2,1,160.0,1600000.0
4673,Koramangala,2,1350.0,2,2,103.0,1030000.0
4674,Koramangala,4,6000.0,4,0,625.0,6250000.0
4676,Koramangala,2,1320.0,2,1,160.0,1600000.0
4677,Koramangala,3,1710.0,3,2,210.0,2100000.0
4678,Koramangala,2,1355.0,2,2,95.0,950000.0
4679,Koramangala,3,1600.0,3,1,170.0,1700000.0
4680,Koramangala,2,1260.0,2,1,100.0,1000000.0
4683,Kothannur,2,1206.0,2,1,48.23,482299.99999999994
4685,Kothannur,2,1100.0,2,2,40.0,400000.0
4686,Kothannur,2,1197.0,2,1,47.88,478800.0
4687,Kothannur,2,1197.0,2,1,47.8,478000.0
4688,Kothannur,2,1070.0,2,1,42.79,427900.0
4691,Kothannur,2,1070.0,2,2,38.6,386000.0
4692,Kothannur,3,1485.0,2,2,59.4,594000.0
4693,Kothannur,3,1215.0,2,3,48.6,486000.0
4694,Kothannur,3,1404.0,2,1,56.15,561500.0
4695,Kothanur,2,1200.0,2,1,51.0,510000.0
4696,Kothanur,3,2400.0,2,1,150.0,1500000.0
4697,Kothanur,3,1828.0,3,2,110.0,1100000.0
4698,Kothanur,2,1186.0,2,2,58.0,580000.0
4700,Kothanur,3,1847.0,3,2,105.0,1050000.0
4702,Kothanur,5,9600.0,5,2,550.0,5500000.0
4703,Kothanur,3,1435.0,3,3,70.0,700000.0
4704,Kothanur,2,1187.0,2,2,58.0,580000.0
4705,Kothanur,3,1847.0,3,2,110.0,1100000.0
4706,Kothanur,3,1460.0,3,3,71.0,710000.0
4707,Kothanur,2,1185.0,2,2,59.0,590000.0
4708,Kothanur,3,1436.0,3,3,70.0,700000.0
4709,Kothanur,3,1462.0,3,3,71.0,710000.0
4710,Kothanur,3,1790.0,3,2,105.0,1050000.0
4712,Kothanur,2,1070.0,2,1,45.5,455000.0
4714,Kothanur,2,1145.0,2,2,56.0,560000.0
4715,Kothanur,4,3401.0,5,2,230.0,2300000.0
4716,Kothanur,2,1455.0,2,2,69.0,690000.0
4717,Kothanur,1,627.0,1,1,30.0,300000.0
4718,Kothanur,2,1302.0,2,1,68.5,685000.0
4719,Kothanur,3,1760.0,3,2,111.0,1110000.0
4720,Kothanur,2,1185.0,2,2,58.0,580000.0
4721,Kothanur,1,1500.0,1,0,75.0,750000.0
4722,Kothanur,2,1075.0,2,2,53.0,530000.0
4723,Kothanur,3,1790.0,3,0,97.0,970000.0
4724,Kothanur,4,2700.0,4,2,175.0,1750000.0
4725,Kothanur,3,1786.0,2,2,106.0,1060000.0
4726,Kothanur,3,1787.0,3,2,107.0,1070000.0
4727,Kothanur,2,1141.0,2,2,54.0,540000.0
4728,Kothanur,3,1760.0,3,2,110.0,1100000.0
4730,Kothanur,2,1160.0,2,2,57.0,570000.0
4731,Kothanur,2,1095.0,2,2,55.0,550000.0
4732,Kothanur,2,1142.0,2,2,56.0,560000.0
4733,Kothanur,2,1074.0,2,2,54.0,540000.0
4734,Kothanur,2,1285.0,2,1,60.0,600000.0
4735,Kothanur,2,1075.0,2,2,53.0,530000.0
4736,Kothanur,2,1140.0,2,2,56.0,560000.0
4737,Kothanur,2,1400.0,2,1,70.0,700000.0
4740,Kothanur,2,1140.0,2,2,56.0,560000.0
4741,Kothanur,3,1787.0,3,2,120.0,1200000.0
4742,Kothanur,2,1185.0,2,2,59.0,590000.0
4744,Kothanur,3,1790.0,3,2,105.0,1050000.0
4745,Kothanur,2,1130.0,2,2,55.0,550000.0
4746,Kothanur,2,1094.0,2,2,54.0,540000.0
4747,Kothanur,3,1170.0,3,2,80.0,800000.0
4748,Kothanur,2,1400.0,2,2,65.0,650000.0
4749,Kothanur,2,1195.0,2,2,59.0,590000.0
4750,Kothanur,3,1790.0,3,2,120.0,1200000.0
4751,Kothanur,3,1454.0,3,3,71.5,715000.0
4752,Kudlu,2,1152.0,2,1,53.5,535000.0
4753,Kudlu,2,1027.0,2,2,43.0,430000.0
4754,Kudlu,2,1092.0,2,2,44.0,440000.0
4755,Kudlu,2,1027.0,2,2,43.0,430000.0
4756,Kudlu,2,1092.0,2,2,44.0,440000.0
4757,Kudlu,2,1143.0,2,1,55.0,550000.0
4759,Kudlu,2,1024.0,2,2,44.0,440000.0
4761,Kudlu,3,1600.0,3,3,79.0,790000.0
4762,Kudlu,2,1027.0,2,2,42.0,420000.0
4763,Kudlu,2,1076.0,2,1,50.0,500000.0
4764,Kudlu,2,1027.0,2,2,44.0,440000.0
4765,Kudlu,2,1084.0,2,1,53.0,530000.0
4766,Kudlu,2,1300.0,2,2,56.0,560000.0
4767,Kudlu,2,1027.0,2,2,44.0,440000.0
4768,Kudlu,3,1245.0,2,1,60.0,600000.0
4769,Kudlu,2,1027.0,2,1,44.0,440000.0
4770,Kudlu,2,1110.0,2,1,46.0,460000.0
4771,Kudlu,4,2100.0,3,1,114.0,1140000.0
4772,Kudlu,2,1027.0,2,2,44.0,440000.0
4773,Kudlu,1,720.0,1,1,33.0,330000.0
4774,Kudlu,2,1027.0,2,2,44.0,440000.0
4775,Kudlu,2,1162.0,2,1,52.0,520000.0
4776,Kudlu,2,1041.0,2,1,53.0,530000.0
4777,Kudlu Gate,3,1535.0,3,2,83.0,830000.0
4778,Kudlu Gate,3,1535.0,3,2,85.0,850000.0
4780,Kudlu Gate,3,1535.0,3,2,86.0,860000.0
4781,Kudlu Gate,3,1564.0,2,1,92.0,920000.0
4783,Kudlu Gate,2,1238.0,2,3,55.0,550000.0
4784,Kudlu Gate,3,1707.0,2,2,99.75,997500.0
4785,Kudlu Gate,3,1335.0,3,2,89.0,890000.0
4786,Kudlu Gate,1,703.0,1,1,52.0,520000.0
4787,Kudlu Gate,3,1535.0,3,2,86.0,860000.0
4788,Kudlu Gate,3,1532.0,3,2,83.0,830000.0
4789,Kudlu Gate,2,1113.0,2,1,50.0,500000.0
4791,Kudlu Gate,2,1185.0,2,1,50.0,500000.0
4795,Kudlu Gate,2,1215.0,2,1,45.0,450000.0
4796,Kudlu Gate,2,812.0,2,1,38.25,382500.0
4797,Kudlu Gate,2,1547.0,2,2,103.0,1030000.0
4798,Kudlu Gate,2,1336.0,2,1,86.0,860000.0
4799,Kudlu Gate,3,1919.0,3,2,121.0,1210000.0
4800,Kudlu Gate,2,1464.0,3,3,56.0,560000.0
4801,Kudlu Gate,3,1535.0,3,2,85.0,850000.0
4802,Kudlu Gate,3,1850.0,3,2,120.0,1200000.0
4803,Kudlu Gate,2,940.0,2,1,69.57,695699.9999999999
4804,Kudlu Gate,2,1215.0,2,1,44.96,449600.0
