,location,bhk,total_sqft,bath,balcony,price
4803,Kudlu Gate,2,940.0,2,1,69.57
4804,Kudlu Gate,2,1215.0,2,1,44.96
4805,Kudlu Gate,2,1164.0,2,2,75.0
4807,Kudlu Gate,2,1183.0,2,1,79.54
4808,Kudlu Gate,3,1850.0,3,2,110.0
4810,Kudlu Gate,2,1183.0,2,1,79.54
4811,Kudlu Gate,2,1200.0,2,1,44.4
4813,Kudlu Gate,2,1310.0,2,2,53.0
4814,Kumaraswami Layout,4,2000.0,4,1,139.0
4815,Kumaraswami Layout,2,1000.0,2,1,48.5
4816,Kumaraswami Layout,2,1000.0,2,1,58.0
4817,Kumaraswami Layout,7,2400.0,7,1,125.0
4818,Kumaraswami Layout,3,2400.0,2,1,125.0
4819,Kumaraswami Layout,3,1310.0,2,1,70.0
4820,Kumaraswami Layout,1,850.0,1,1,78.0
4821,Kumaraswami Layout,7,3200.0,7,0,150.0
4822,Kumaraswami Layout,3,1310.0,2,1,85.0
4823,Kumaraswami Layout,4,2450.0,3,2,110.0
4824,Kumaraswami Layout,7,3100.0,7,3,145.0
4825,Kumaraswami Layout,3,1200.0,3,1,75.0
4826,Kumaraswami Layout,2,1081.0,2,3,60.0
4827,Kundalahalli,3,1724.0,3,2,125.0
4828,Kundalahalli,2,1030.0,2,2,49.0
4829,Kundalahalli,2,735.0,2,1,57.99
4830,Kundalahalli,2,1047.0,2,1,82.0
4831,Kundalahalli,3,1397.0,3,3,105.0
4832,Kundalahalli,3,1724.0,3,2,127.0
4833,Kundalahalli,2,1010.0,2,1,49.27
4834,Kundalahalli,3,1397.0,3,2,110.0
4835,Kundalahalli,3,1397.0,3,2,104.0
4836,Kundalahalli,3,1397.0,3,3,108.0
4837,Kundalahalli,3,1920.0,3,2,150.0
4838,Kundalahalli,3,1397.0,3,3,105.0
4840,Kundalahalli,3,1724.0,3,2,124.0
4841,Kundalahalli,2,1047.0,2,1,84.0
4842,Kundalahalli,2,1047.0,2,1,83.0
4843,Kundalahalli,4,7000.0,4,3,550.0
4845,Kundalahalli,2,1120.0,2,1,53.76
4846,Kundalahalli,2,1047.0,2,1,82.62
4847,Kundalahalli,2,1047.0,2,1,91.0
4848,Kundalahalli,3,1724.0,3,1,146.0
4849,Kundalahalli,3,1600.0,3,2,170.0
4851,Kundalahalli,3,1724.0,3,1,125.0
4852,Kundalahalli,2,1010.0,2,1,48.27
4853,Kundalahalli,2,1047.0,2,1,89.0
4854,Kundalahalli,4,2500.0,5,2,245.0
4855,Kundalahalli,3,1397.0,3,3,105.0
4857,Kundalahalli,2,1047.0,2,1,72.0
4858,Kundalahalli,2,1260.0,2,0,58.0
4859,Kundalahalli,4,3092.0,4,3,230.0
4860,Kundalahalli,2,1065.0,2,1,70.0
4861,Kundalahalli,3,1724.0,3,1,146.0
4862,Kundalahalli,2,1047.0,2,2,91.0
4863,Kundalahalli,3,1724.0,3,2,128.0
4864,Kundalahalli,2,1315.0,2,3,74.0
4865,Kundalahalli,3,2100.0,3,2,150.0
4866,Kundalahalli,3,1724.0,3,1,125.0
4867,Kundalahalli,3,1724.0,3,3,140.0
4868,Kundalahalli,2,1175.0,2,1,65.0
4870,LB Shastri Nagar,2,1043.0,2,2,55.0
4871,LB Shastri Nagar,2,1184.0,2,1,69.0
4872,LB Shastri Nagar,1,665.0,1,2,32.0
4873,LB Shastri Nagar,2,1250.0,2,2,48.5
4874,LB Shastri Nagar,3,1400.0,2,2,80.0
4875,LB Shastri Nagar,2,1184.0,2,1,62.0
4876,LB Shastri Nagar,2,1200.0,2,1,47.0
4877,LB Shastri Nagar,2,1200.0,2,1,75.0
4878,LB Shastri Nagar,2,1000.0,2,1,49.5
4879,Laggere,5,2800.0,5,2,125.0
4880,Laggere,3,1200.0,3,1,130.0
4881,Laggere,1,1200.0,1,1,125.0
4882,Laggere,2,1200.0,2,0,75.0
4883,Laggere,1,620.0,2,0,48.0
4884,Lakshminarayana Pura,2,1185.0,2,2,75.0
4885,Lakshminarayana Pura,3,1600.0,2,1,108.0
4886,Lakshminarayana Pura,2,1180.0,2,2,75.0
4887,Lakshminarayana Pura,2,1172.0,2,2,82.0
4888,Lakshminarayana Pura,2,1179.0,2,1,75.0
4889,Lakshminarayana Pura,2,1149.0,2,1,75.0
4890,Lakshminarayana Pura,2,1336.0,2,2,100.0
4891,Lakshminarayana Pura,2,1175.0,2,2,75.0
4892,Lakshminarayana Pura,2,1190.0,2,1,75.0
4893,Lakshminarayana Pura,2,1200.0,2,1,75.0
4894,Lakshminarayana Pura,2,1200.0,2,2,75.0
4895,Lakshminarayana Pura,2,1165.0,2,2,75.0
4896,Lakshminarayana Pura,2,1145.0,2,1,75.0
4897,Lakshminarayana Pura,3,1500.0,3,2,104.0
4898,Lakshminarayana Pura,2,1210.0,2,2,75.0
4899,Lakshminarayana Pura,2,1169.0,2,2,75.0
4900,Lakshminarayana Pura,2,1200.0,2,1,75.0
4901,Lakshminarayana Pura,2,1172.0,2,1,75.0
4902,Lakshminarayana Pura,2,1172.0,2,2,75.0
4903,Lakshminarayana Pura,2,1180.0,2,1,75.0
4904,Lakshminarayana Pura,2,1200.0,2,3,83.0
4905,Lakshminarayana Pura,2,1200.0,2,2,80.0
4906,Lakshminarayana Pura,2,1195.0,2,1,75.0
4907,Lakshminarayana Pura,2,1200.0,2,1,80.0
4908,Lingadheeranahalli,3,1521.0,3,1,95.0
4909,Lingadheeranahalli,3,1511.0,3,1,95.0
4910,Lingadheeranahalli,3,1683.0,3,1,109.0
4911,Lingadheeranahalli,3,1519.0,3,1,93.0
4912,Lingadheeranahalli,3,1521.0,3,1,94.99
4913,Lingadheeranahalli,3,1682.0,3,1,120.0
4914,Lingadheeranahalli,3,1521.0,3,1,94.71
4915,Lingadheeranahalli,3,1893.0,3,1,130.0
4916,Lingadheeranahalli,3,1705.0,3,1,110.0
4917,Lingadheeranahalli,4,2245.0,4,2,154.0
4918,Lingadheeranahalli,3,1682.0,3,1,113.0
4919,Lingadheeranahalli,3,1682.0,3,1,114.0
4920,Lingadheeranahalli,3,1506.0,3,1,95.0
4921,Lingadheeranahalli,3,1683.0,3,1,110.0
4922,Lingadheeranahalli,3,1684.0,3,1,120.0
4923,Lingadheeranahalli,4,2236.0,4,2,153.0
4924,Lingadheeranahalli,3,1894.0,4,1,114.0
4925,Lingadheeranahalli,4,2240.0,4,2,160.0
4926,Magadi Road,6,3600.0,6,0,141.0
4927,Magadi Road,2,1116.0,2,1,50.0
4929,Magadi Road,2,884.0,2,1,41.1
4930,Magadi Road,2,1005.0,2,1,55.78
4931,Magadi Road,2,1000.0,2,0,46.5
4932,Magadi Road,4,1500.0,2,2,93.0
4934,Magadi Road,2,1345.0,2,2,55.0
4936,Magadi Road,5,5000.0,6,1,360.0
4937,Magadi Road,2,1116.0,2,1,51.89
4938,Magadi Road,3,1052.0,2,1,60.0
4939,Magadi Road,2,940.0,2,2,50.0
4940,Magadi Road,3,1318.0,2,1,68.0
4942,Magadi Road,2,884.0,2,1,48.0
4944,Mahadevpura,2,1150.0,2,3,52.0
4945,Mahadevpura,2,1250.0,2,3,52.0
4946,Mahadevpura,2,1260.0,2,3,57.6
4947,Mahadevpura,1,730.0,1,1,35.0
4948,Mahadevpura,3,1434.0,2,1,67.39
4949,Mahadevpura,2,1146.0,2,1,53.8
4950,Mahadevpura,2,1532.0,2,2,62.0
4951,Mahadevpura,3,1620.0,2,1,76.0
4952,Mahadevpura,2,1136.0,2,3,64.5
4953,Mahadevpura,3,1400.0,2,2,65.8
4954,Mahadevpura,2,1137.0,2,1,53.4
4955,Mahadevpura,3,1601.0,3,2,95.0
4956,Mahadevpura,3,1450.0,3,2,75.0
4957,Mahadevpura,2,1152.0,2,1,54.0
4958,Mahadevpura,2,1212.0,2,1,56.9
4960,Mahadevpura,3,1505.0,3,2,78.0
4961,Mahadevpura,3,1500.0,2,1,70.0
4962,Mahadevpura,2,1236.0,2,1,58.0
4963,Mahadevpura,2,1236.0,2,1,58.0
4964,Mahadevpura,2,1120.0,2,2,53.0
4965,Mahalakshmi Layout,4,1575.0,5,1,158.0
4966,Mahalakshmi Layout,2,1105.0,2,1,80.0
4967,Mahalakshmi Layout,4,1200.0,3,1,160.0
4968,Mahalakshmi Layout,3,1200.0,2,3,110.0
4969,Mahalakshmi Layout,3,1876.0,3,1,150.0
4970,Mallasandra,3,1665.0,3,2,95.0
4971,Mallasandra,3,1665.0,3,2,86.58
4972,Mallasandra,2,1340.0,2,2,61.0
4973,Mallasandra,2,1325.0,2,2,70.0
4974,Mallasandra,3,1665.0,3,2,86.91
4975,Mallasandra,2,1325.0,2,1,70.0
4976,Mallasandra,2,905.0,2,1,40.0
4977,Mallasandra,2,1325.0,2,2,65.0
4978,Mallasandra,2,1325.0,2,2,73.0
4979,Mallasandra,2,1565.0,2,2,69.0
4980,Mallasandra,2,905.0,2,1,35.0
4982,Mallasandra,3,1100.0,2,3,76.3
4983,Malleshpalya,2,1140.0,2,2,46.5
4984,Malleshpalya,2,1225.0,2,2,46.86
4986,Malleshpalya,2,1052.0,2,2,50.0
4987,Malleshpalya,3,1405.0,2,2,77.0
4988,Malleshpalya,2,1065.0,2,2,50.0
4989,Malleshpalya,2,1210.0,2,3,55.0
4991,Malleshpalya,2,1060.0,2,1,40.0
4992,Malleshpalya,3,1430.0,2,1,69.5
4993,Malleshpalya,2,1421.0,2,1,90.0
4994,Malleshpalya,2,1245.0,2,1,55.0
4995,Malleshpalya,2,1200.0,2,2,46.0
4996,Malleshpalya,2,1225.0,2,2,52.0
4997,Malleshwaram,1,705.0,1,2,67.0
4998,Malleshwaram,7,12000.0,7,3,2200.0
4999,Malleshwaram,4,2500.0,5,2,325.0
5000,Malleshwaram,3,2006.0,3,2,297.0
5001,Malleshwaram,1,686.0,1,1,62.5
5002,Malleshwaram,3,2475.0,4,3,332.0
5003,Malleshwaram,3,2610.0,3,2,399.0
5004,Malleshwaram,3,2475.0,4,3,320.0
5005,Malleshwaram,2,900.0,2,1,95.0
5006,Malleshwaram,2,1420.0,2,1,158.0
5007,Malleshwaram,3,2000.0,3,2,250.0
5008,Malleshwaram,3,2215.0,3,1,275.0
5010,Malleshwaram,3,2475.0,4,3,300.0
5011,Malleshwaram,3,2345.0,2,2,293.0
5013,Malleshwaram,3,2215.0,4,1,310.0
5014,Malleshwaram,1,480.0,1,1,60.0
5015,Malleshwaram,2,1290.0,2,1,120.0
5016,Malleshwaram,3,2475.0,4,3,326.0
5017,Malleshwaram,3,2476.0,3,3,337.0
5018,Malleshwaram,2,900.0,2,1,90.0
5020,Malleshwaram,3,2050.0,4,2,270.0
5021,Malleshwaram,2,900.0,2,1,72.0
5022,Malleshwaram,1,620.0,1,1,86.8
5023,Malleshwaram,2,600.0,1,0,68.0
5024,Malleshwaram,3,2475.0,4,3,337.0
5025,Malleshwaram,3,2215.0,3,2,275.0
5026,Malleshwaram,3,2215.0,3,2,330.0
5028,Malleshwaram,2,1020.0,2,1,80.0
5029,Malleshwaram,2,600.0,1,0,90.0
5030,Malleshwaram,3,2200.0,3,2,275.0
5031,Malleshwaram,3,2475.0,4,3,326.0
5032,Malleshwaram,2,1500.0,2,2,140.0
5033,Malleshwaram,3,2475.0,4,3,340.0
5034,Malleshwaram,2,1400.0,2,1,190.0
5035,Malleshwaram,3,2475.0,4,3,300.0
5036,Malleshwaram,3,2400.0,3,2,380.0
5037,Malleshwaram,1,580.0,1,1,45.0
5038,Malleshwaram,2,1410.0,2,3,125.0
5041,Marathahalli,2,1220.0,2,1,57.0
5042,Marathahalli,2,1200.0,2,2,52.0
5043,Marathahalli,2,1200.0,2,2,60.0
5044,Marathahalli,3,1933.0,3,2,140.0
5045,Marathahalli,2,950.0,2,1,46.96
5046,Marathahalli,2,1230.0,2,2,80.0
5047,Marathahalli,4,3800.0,4,3,250.0
5048,Marathahalli,2,1019.0,2,2,49.85
5049,Marathahalli,2,1215.0,2,1,67.0
5050,Marathahalli,4,2181.0,3,2,152.0
5051,Marathahalli,2,1170.0,2,3,53.0
5052,Marathahalli,2,1019.0,2,2,49.86
5053,Marathahalli,2,1325.0,2,2,71.55
5054,Marathahalli,2,1220.0,2,1,56.5
5056,Marathahalli,2,1152.0,2,1,56.0
5057,Marathahalli,3,1610.0,3,1,90.0
5058,Marathahalli,2,1146.0,2,1,70.0
5060,Marathahalli,3,1469.0,3,1,89.0
5065,Marathahalli,4,2519.0,5,2,185.0
5067,Marathahalli,2,957.0,2,1,46.9
5068,Marathahalli,3,1583.0,3,3,105.0
5069,Marathahalli,4,2524.0,5,2,190.0
5073,Marathahalli,2,1071.0,2,2,52.25
5074,Marathahalli,2,1215.0,2,2,58.86
5075,Marathahalli,2,1102.0,2,2,53.67
5076,Marathahalli,3,1900.0,3,3,123.0
5077,Marathahalli,2,1045.0,2,3,60.0
5079,Marathahalli,2,1215.0,2,2,58.86
5080,Marathahalli,2,1365.0,2,2,73.0
5085,Marathahalli,2,1208.0,2,2,70.0
5086,Marathahalli,2,1325.0,1,1,92.0
5087,Marathahalli,3,1525.0,3,2,90.0
5088,Marathahalli,3,1937.0,3,2,140.0
5089,Marathahalli,3,1550.0,3,2,83.0
5090,Marathahalli,2,1350.0,2,1,86.0
5091,Marathahalli,2,957.0,2,1,47.0
5093,Marathahalli,2,1230.0,2,1,57.0
5094,Marathahalli,2,1200.0,2,2,58.0
5096,Marathahalli,1,607.0,1,1,35.0
5097,Marathahalli,3,1583.0,3,3,109.0
5098,Marathahalli,2,1075.0,2,2,52.43
5099,Marathahalli,2,1360.0,2,1,103.0
5100,Marathahalli,2,1220.0,2,1,58.5
5101,Marathahalli,2,950.0,2,1,45.68
5102,Marathahalli,1,615.0,1,1,44.0
5103,Marathahalli,3,1595.0,3,2,90.0
5104,Marathahalli,2,1350.0,2,1,89.0
5105,Marathahalli,2,1020.0,2,1,57.0
5106,Marathahalli,2,1600.0,3,2,88.0
5107,Marathahalli,1,780.0,1,1,55.0
5108,Marathahalli,3,1710.0,3,2,100.0
5110,Marathahalli,2,1358.0,2,1,81.0
5111,Marathahalli,2,1205.0,2,1,75.0
5112,Marathahalli,3,1730.0,3,3,110.0
5113,Marathahalli,3,1583.0,3,3,115.0
5114,Marathahalli,2,1200.0,2,1,67.0
5115,Marathahalli,2,1095.0,2,1,60.0
5116,Marathahalli,2,1060.0,2,1,48.0
5117,Marathahalli,2,1050.0,2,1,65.0
5118,Marathahalli,2,1102.0,2,2,53.67
5119,Marathahalli,2,1026.0,2,1,49.95
5122,Marathahalli,2,1220.0,2,1,59.0
5123,Marathahalli,2,881.0,2,1,48.06
5125,Marathahalli,3,1710.0,3,2,100.0
5126,Marathahalli,3,1680.0,3,3,105.0
5127,Marathahalli,3,1910.0,3,3,119.0
5128,Marathahalli,2,1602.0,2,2,104.0
5129,Marathahalli,1,700.0,1,1,38.0
5130,Marathahalli,3,1469.0,3,1,89.0
5132,Marathahalli,3,1690.0,3,2,116.0
5133,Marathahalli,2,1065.0,2,2,55.0
5134,Marathahalli,3,1693.0,3,2,125.0
5135,Marathahalli,3,1693.0,3,1,125.0
5136,Marathahalli,2,1196.0,2,2,57.9
5137,Marathahalli,3,1595.0,3,2,88.0
5138,Marathahalli,3,2122.0,3,2,125.0
5139,Marathahalli,3,1730.0,3,2,115.0
5142,Marathahalli,2,1125.0,2,3,55.0
5143,Marathahalli,3,1950.0,3,2,115.0
5144,Marathahalli,2,1250.0,2,2,68.0
5145,Marathahalli,2,1125.0,2,2,56.8
5146,Marathahalli,2,1350.0,2,1,90.0
5147,Marathahalli,2,1200.0,2,1,53.0
5148,Marathahalli,4,2500.0,5,2,175.0
5149,Marathahalli,2,957.0,2,1,47.0
5152,Marathahalli,2,1350.0,2,2,60.0
5153,Marathahalli,4,3400.0,4,3,235.0
5154,Marathahalli,2,1350.0,2,1,99.0
5156,Marathahalli,2,1285.0,2,2,55.0
5157,Marathahalli,4,2500.0,5,2,181.0
5158,Marathahalli,4,3800.0,4,3,235.0
5159,Marathahalli,4,3951.0,4,3,230.0
5160,Marathahalli,2,1125.0,2,1,54.8
5161,Marathahalli,3,1700.0,3,2,126.0
5163,Marathahalli,2,1270.0,2,3,73.0
5165,Marathahalli,2,950.0,2,2,46.7
5166,Marathahalli,3,1550.0,3,2,85.0
5167,Marathahalli,2,1019.0,2,2,49.86
5168,Marathahalli,2,1144.0,2,2,65.0
5169,Marathahalli,2,1240.0,2,2,55.0
5170,Marathahalli,1,1100.0,2,2,75.0
5171,Marathahalli,2,1156.0,2,2,52.0
5172,Marathahalli,4,2524.0,5,2,180.0
5173,Marathahalli,2,1135.0,2,2,60.0
5174,Marathahalli,3,1839.0,3,2,130.0
5175,Marathahalli,2,1170.0,2,2,85.0
5176,Marathahalli,2,1102.0,2,2,53.67
5177,Marathahalli,3,1108.0,2,1,60.0
5178,Marathahalli,3,1449.0,3,2,110.0
5179,Marathahalli,2,1360.0,2,1,101.0
5180,Marathahalli,2,1026.0,2,1,50.18
5183,Marathahalli,2,1270.0,2,2,80.0
5184,Marathahalli,2,1100.0,2,1,50.0
5185,Marathahalli,2,1196.0,2,2,57.95
5187,Marathahalli,3,1485.0,2,2,90.0
5188,Marathahalli,2,1146.0,2,1,69.0
5189,Margondanahalli,2,1090.0,2,0,58.0
5190,Margondanahalli,2,1200.0,2,1,58.5
5191,Margondanahalli,2,1200.0,2,0,67.0
5193,Margondanahalli,2,1000.0,2,0,57.0
5195,Margondanahalli,2,600.0,2,0,35.0
5196,Margondanahalli,2,1200.0,2,0,69.0
5197,Margondanahalli,2,900.0,2,0,49.0
5198,Margondanahalli,2,1140.0,2,1,60.0
5199,Margondanahalli,2,1100.0,2,1,55.0
5200,Margondanahalli,2,1152.0,1,0,66.0
5202,Margondanahalli,2,1200.0,2,1,65.0
5203,Margondanahalli,2,1050.0,2,0,58.0
5204,Margondanahalli,2,1160.0,2,1,65.0
5205,Margondanahalli,2,1334.0,2,1,67.76
5206,Marsur,4,1800.0,4,2,145.0
5207,Marsur,3,1200.0,3,1,90.0
5208,Marsur,3,1200.0,3,1,120.0
5209,Mico Layout,9,5000.0,9,3,210.0
5210,Mico Layout,3,1550.0,2,2,65.0
5211,Mico Layout,2,1125.0,2,2,40.0
5212,Mico Layout,2,1190.0,2,2,39.25
5213,Mico Layout,1,800.0,1,1,29.5
5214,Mico Layout,3,1250.0,2,2,44.0
5215,Mico Layout,2,1171.0,2,2,39.0
5216,Mico Layout,2,1200.0,2,1,53.5
5217,Mico Layout,3,1670.0,3,2,59.0
5218,Mico Layout,2,1140.0,2,2,43.0
5219,Munnekollal,2,1170.0,2,2,52.0
5220,Munnekollal,2,1102.0,2,2,53.67
5221,Munnekollal,3,1390.0,3,2,68.0
5222,Munnekollal,2,1200.0,2,2,49.5
5223,Munnekollal,2,950.0,2,1,46.5
5224,Munnekollal,3,1560.0,3,3,75.0
5225,Munnekollal,3,1750.0,3,3,86.5
5226,Munnekollal,3,1385.0,2,2,66.5
5227,Munnekollal,2,1080.0,2,2,45.0
5228,Munnekollal,2,1170.0,2,2,59.0
5230,Munnekollal,3,1200.0,2,1,57.9
5231,Munnekollal,2,1030.0,2,1,50.36
5232,Murugeshpalya,2,1296.0,2,2,81.0
5233,Murugeshpalya,3,1550.0,3,2,74.0
5234,Murugeshpalya,3,1845.0,3,3,91.0
5235,Murugeshpalya,2,1185.0,2,1,85.0
5236,Murugeshpalya,2,1225.0,2,2,48.0
5237,Murugeshpalya,3,1930.0,3,3,75.0
5238,Murugeshpalya,3,1600.0,2,1,65.0
5239,Murugeshpalya,3,1344.0,2,0,56.0
5240,Murugeshpalya,3,1500.0,2,0,70.0
5241,Murugeshpalya,3,1855.0,3,3,96.0
5242,Murugeshpalya,2,1175.0,2,2,75.0
5243,Mysore Road,2,1175.0,2,2,73.5
5244,Mysore Road,3,1710.0,4,2,91.31
5245,Mysore Road,2,1020.0,2,1,48.95
5246,Mysore Road,2,1175.0,2,1,73.5
5247,Mysore Road,2,1070.0,2,1,45.0
5248,Mysore Road,2,1239.0,2,1,53.0
5249,Mysore Road,2,1060.0,2,1,62.0
5250,Mysore Road,2,980.0,2,1,45.47
5251,Mysore Road,2,883.0,2,1,40.0
5252,Mysore Road,3,1525.0,3,2,96.0
5253,Mysore Road,2,1200.0,2,3,65.0
5257,Mysore Road,2,883.0,2,1,40.95
5258,Mysore Road,2,1070.0,2,1,49.65
5260,Mysore Road,2,883.0,2,1,50.0
5261,Mysore Road,2,1155.0,2,1,51.0
5262,Mysore Road,2,1003.0,2,1,43.0
5263,Mysore Road,2,1237.0,2,2,73.0
5264,Mysore Road,2,883.0,2,1,45.0
5265,Mysore Road,2,1170.0,2,2,65.0
5266,Mysore Road,2,1029.5,2,0,50.86
5267,Mysore Road,2,940.0,2,1,43.61
5269,Mysore Road,2,1020.0,2,2,48.95
5270,Mysore Road,3,1568.0,2,2,100.0
5272,Mysore Road,3,1560.0,2,2,83.3
5273,Mysore Road,2,1175.0,2,2,70.5
5274,Mysore Road,3,1080.0,2,1,60.0
5276,Mysore Road,2,883.0,2,1,37.0
5278,NGR Layout,2,1020.0,2,1,45.9
5279,NGR Layout,2,1105.0,2,2,49.73
5280,NGR Layout,2,1022.0,2,1,45.9
5281,NGR Layout,2,1020.0,2,1,45.0
5282,NGR Layout,2,1019.0,2,1,45.9
5283,NGR Layout,2,1020.0,2,1,46.0
5284,NGR Layout,2,1021.0,2,2,46.0
5285,NGR Layout,2,1021.0,2,2,45.9
5286,NRI Layout,3,1565.0,2,2,75.0
5287,NRI Layout,5,2500.0,5,3,130.0
5288,NRI Layout,2,1125.0,2,2,45.56
5289,NRI Layout,4,2150.0,4,2,115.0
5290,NRI Layout,2,1250.0,2,0,75.0
5291,NRI Layout,3,1789.0,3,3,75.0
5292,NRI Layout,3,1731.0,3,3,64.11
5293,NRI Layout,2,2400.0,2,1,125.0
5294,Nagadevanahalli,2,1080.0,2,2,39.0
5295,Nagadevanahalli,2,1090.0,2,1,36.0
5296,Nagadevanahalli,3,1250.0,2,2,65.0
5297,Nagadevanahalli,2,2400.0,2,2,135.0
5298,Nagadevanahalli,3,1240.0,2,2,65.0
5299,Nagadevanahalli,3,1240.0,2,2,65.0
5300,Naganathapura,2,1001.0,2,2,33.03
5301,Naganathapura,2,1103.0,2,1,55.0
5302,Naganathapura,2,1143.0,2,1,62.0
5303,Naganathapura,2,2260.0,3,1,80.0
5304,Naganathapura,1,600.0,1,0,33.0
5305,Naganathapura,3,1451.0,3,1,68.0
5306,Naganathapura,1,1200.0,1,0,39.82
5307,Nagappa Reddy Layout,2,1209.0,2,1,50.0
5308,Nagappa Reddy Layout,2,1100.0,2,2,43.5
5309,Nagappa Reddy Layout,3,1495.0,2,2,65.0
5310,Nagappa Reddy Layout,3,1820.0,3,2,79.5
5311,Nagappa Reddy Layout,3,1350.0,3,2,60.0
5312,Nagappa Reddy Layout,3,1495.0,2,2,70.0
5314,Nagarbhavi,3,1350.0,3,2,150.0
5315,Nagarbhavi,2,1200.0,2,1,150.0
5317,Nagarbhavi,3,2400.0,3,0,160.0
5318,Nagarbhavi,1,884.0,2,2,36.0
5319,Nagarbhavi,2,1055.0,2,2,55.0
5321,Nagarbhavi,2,1223.0,2,1,60.0
5322,Nagarbhavi,2,956.0,2,1,49.0
5324,Nagarbhavi,2,1200.0,2,1,150.0
5327,Nagarbhavi,2,1145.0,2,2,40.0
5328,Nagarbhavi,1,300.0,1,1,20.0
5329,Nagarbhavi,4,1250.0,3,0,175.0
5330,Nagarbhavi,1,710.0,2,2,40.0
5332,Nagarbhavi,2,1212.0,2,2,50.0
5333,Nagarbhavi,2,1020.0,2,2,55.0
5335,Nagarbhavi,2,1120.0,2,3,53.0
5337,Nagarbhavi,2,1146.0,2,1,50.0
5339,Nagarbhavi,2,1190.0,2,2,63.0
5341,Nagarbhavi,2,1050.0,2,1,80.0
5342,Nagarbhavi,5,2500.0,3,2,180.0
5344,Nagarbhavi,2,1250.0,3,0,170.0
5346,Nagarbhavi,3,1400.0,2,2,135.0
5348,Nagarbhavi,2,1100.0,2,2,46.2
5349,Nagarbhavi,2,1080.0,2,1,49.0
5350,Nagarbhavi,4,1800.0,3,0,180.0
5351,Nagarbhavi,2,1225.0,2,3,58.0
5352,Nagasandra,2,980.0,2,1,48.0
5353,Nagasandra,4,2400.0,4,1,145.0
5355,Nagasandra,3,1650.0,3,2,95.0
5356,Nagasandra,2,1500.0,2,0,91.0
5357,Nagavara,1,400.0,1,0,14.0
5358,Nagavara,4,2172.65,3,3,120.0
5360,Nagavara,3,2319.0,3,2,180.0
5361,Nagavara,3,2430.0,4,3,180.0
5362,Nagavara,2,936.0,2,0,40.2
5363,Nagavara,2,1125.0,2,2,44.5
5364,Nagavara,2,1315.0,2,2,70.0
5365,Nagavara,2,1077.0,2,1,50.0
5366,Nagavara,4,2496.0,4,2,125.0
5367,Nagavara,2,1110.0,2,2,44.95
5368,Nagavara,2,1247.0,2,1,58.56
5369,Nagavarapalya,2,1392.0,2,1,99.0
5370,Nagavarapalya,1,705.0,1,1,52.5
5371,Nagavarapalya,3,1300.0,3,1,80.0
5372,Nagavarapalya,1,705.0,1,1,57.0
5373,Nagavarapalya,1,705.0,1,1,55.0
5374,Nagavarapalya,1,705.0,1,1,57.0
5375,Nagavarapalya,2,1335.0,2,3,110.0
5376,Nagavarapalya,2,1260.0,2,2,85.5
5377,Narayanapura,2,1308.0,2,2,89.04
5378,Narayanapura,3,1566.0,3,1,83.3
5379,Narayanapura,3,1485.0,3,2,85.0
5380,Narayanapura,2,1302.0,2,1,69.1
5381,Narayanapura,2,1308.0,2,1,89.04
5382,Narayanapura,3,2357.0,3,2,135.0
5383,Narayanapura,3,2357.0,3,2,135.0
5384,Narayanapura,2,1469.0,2,2,99.14
5385,Neeladri Nagar,2,1053.0,2,1,45.0
5386,Neeladri Nagar,2,1363.0,2,2,68.0
5387,Neeladri Nagar,3,2556.0,3,2,133.0
5388,Neeladri Nagar,1,674.0,1,1,21.0
5389,Neeladri Nagar,1,527.0,1,0,26.0
5390,Neeladri Nagar,3,1167.0,2,1,38.0
5391,Neeladri Nagar,2,1060.0,2,0,35.0
5392,Neeladri Nagar,1,640.0,1,1,20.5
5394,Neeladri Nagar,2,1105.0,2,2,30.0
5395,Neeladri Nagar,2,1100.0,2,2,30.0
5396,Neeladri Nagar,3,2111.0,3,2,103.0
5397,Nehru Nagar,3,1775.0,3,3,110.0
5398,Nehru Nagar,4,2363.0,5,2,120.0
5399,Nehru Nagar,4,2342.0,3,2,115.0
5400,Nehru Nagar,2,967.0,2,2,41.1
5401,Nehru Nagar,3,1374.0,3,2,72.0
5402,Nehru Nagar,3,1674.0,3,2,90.0
5403,Nehru Nagar,3,1269.0,2,2,63.0
5404,Nehru Nagar,2,1100.0,2,2,50.0
5405,Nehru Nagar,3,1674.0,3,2,81.0
5406,OMBR Layout,3,2420.0,3,2,185.0
5407,OMBR Layout,2,1078.0,2,3,65.0
5408,OMBR Layout,2,1101.0,2,2,65.5
5409,OMBR Layout,2,1041.0,2,2,65.5
5410,OMBR Layout,2,1300.0,2,2,80.0
5411,OMBR Layout,2,1085.0,2,1,64.0
5412,OMBR Layout,3,1855.0,3,2,145.0
5413,OMBR Layout,2,1050.0,2,3,48.0
5415,OMBR Layout,2,1165.0,2,2,88.5
5416,OMBR Layout,2,1101.0,2,2,66.0
5417,OMBR Layout,4,3400.0,4,2,275.0
5419,Old Airport Road,4,2732.0,4,2,204.0
5421,Old Airport Road,4,3356.0,4,2,251.0
5422,Old Airport Road,2,1206.0,2,3,75.0
5423,Old Airport Road,4,2774.0,4,2,207.0
5424,Old Airport Road,4,2690.0,4,3,191.0
5425,Old Airport Road,4,2690.0,4,3,199.0
